Record_type,Start_year,End_year,Date,Place_sign,Accounts_type,Area_content,State,Creator,Title,Useful_info,Reference,Page_start,Page_end,Digitized,Transcribed,Tabulated,Digitized_link,Transcription_link,Table_link,Archival_portal_link
,1695,1695,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4677",K Førstebyksel,AV/RA/EA/4092/R67/L4677,301,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48775/301,x,x,x
,1695,1695,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4677",L Sikt og sakefall,AV/RA/EA/4092/R67/L4677,305,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48775/305,x,x,x
,1695,1695,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4677",M-L Skifte etter dom for blodskam,AV/RA/EA/4092/R67/L4677,314,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48775/314,x,x,x
,1695,1695,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4677",Nr. 1-12,AV/RA/EA/4092/R67/L4677,325,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48775/325,x,x,x
,1695,1695,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4677",Ymse vedlegg,AV/RA/EA/4092/R67/L4677,359,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48775/359,x,x,x
Regnskap m. vedlegg,1696,1708,,,Fogderegnskap,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",Stykke/ mappe,AV/RA/EA/4092/R67/L4678,3,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/3,x,x,x
,1696,1696,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",Innholdsfortegnelse mappe 1,AV/RA/EA/4092/R67/L4678,2,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/2,x,x,x
,1696,1696,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",A Jordebok,AV/RA/EA/4092/R67/L4678,4,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/4,x,x,x
,1696,1696,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",B Husmenn og drenger,AV/RA/EA/4092/R67/L4678,42,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/42,x,x,x
,1696,1696,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",D Odelsskatt,AV/RA/EA/4092/R67/L4678,48,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/48,x,x,x
,1696,1696,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",E Rosstjeneste,AV/RA/EA/4092/R67/L4678,59,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/59,x,x,x
,1696,1696,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",F Konsumpsjon og folkeskatt,AV/RA/EA/4092/R67/L4678,66,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/66,x,x,x
,1696,1696,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678","G Jordebok, krongods",AV/RA/EA/4092/R67/L4678,83,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/83,x,x,x
,1696,1696,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",H Leidang,AV/RA/EA/4092/R67/L4678,96,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/96,x,x,x
,1696,1696,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",I Tredjeårstake,AV/RA/EA/4092/R67/L4678,112,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/112,x,x,x
,1696,1696,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",K Førstebyksel,AV/RA/EA/4092/R67/L4678,119,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/119,x,x,x
,1696,1696,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",L Sikt- og sakefall,AV/RA/EA/4092/R67/L4678,123,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/123,x,x,x
,1696,1696,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",1-9,AV/RA/EA/4092/R67/L4678,127,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/127,x,x,x
,1697,1697,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",Innholdsfortegnelse mappe 2,AV/RA/EA/4092/R67/L4678,159,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/159,x,x,x
,1697,1697,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",G Leidang,AV/RA/EA/4092/R67/L4678,161,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/161,x,x,x
,1697,1697,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",Konsumpsjon og folkeskatt,AV/RA/EA/4092/R67/L4678,178,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/178,x,x,x
,1697,1697,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",6,AV/RA/EA/4092/R67/L4678,181,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/181,x,x,x
,1697,1697,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",12,AV/RA/EA/4092/R67/L4678,183,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/183,x,x,x
,1698,1698,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",Innholdsfortegnelse mappe 3,AV/RA/EA/4092/R67/L4678,185,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/185,x,x,x
,1698,1698,,,,"Vesterålen, Andenes og Lofoten",Danmark,div.,"Fogderegnskap, nr. 4678",Regnskap,AV/RA/EA/4092/R67/L4678,187,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48776/187,x,x,x
